0, 129000
1, 133500
2, 138000
3, 143000
4, 147500
5, 152500
6, 157000
7, 162000
8, 166500
9, 171500
10, 176000
11, 181000
12, 161500
13, 166500
14, 171000
15, 176000
16, 180500
17, 185500
18, 190000
19, 194500
20, 199500
21, 204000
22, 209000
23, 213500
24, 218500
25, 223000
26, 228000
27, 232500
28, 237500
29, 242000
30, 247000
31, 251500
32, 256500
33, 261000
34, 266000
35, 270500
36, 159000
37, 164000
38, 168500
39, 173500
40, 178000
41, 183000
42, 187500
43, 192500
44, 197000
45, 202000
46, 206500
47, 211500
48, 216000
49, 221000
50, 225500
51, 230500
52, 235000
53, 239500
54, 244500
55, 249000
56, 254000
57, 258500
58, 263500
59, 268000
60, 185000
61, 189500
62, 194500
63, 199000
64, 204000
65, 208500
66, 213500
67, 218000
68, 223000
69, 227500
70, 232000
71, 237000
72, 241500
73, 246500
74, 251000
75, 256000
76, 260500
77, 265000
78, 270000
79, 274500
80, 279500
81, 284000
82, 289000
83, 293500
84, 264500
85, 269500
86, 274000
87, 279000
88, 283500
89, 288000
90, 293000
91, 297500
92, 302500
93, 307000
94, 312000
95, 316500
96, 321500
97, 326000
98, 331000
99, 335500
100, 340500
101, 345000
102, 349500
103, 354500
104, 359000
105, 364000
106, 368500
107, 373500
108, 168500
109, 173000
110, 178000
111, 182500
112, 187500
113, 192000
114, 197000
115, 201500
116, 206500
117, 211000
118, 215500
119, 220500
120, 225000
121, 230000
122, 234500
123, 239500
124, 244000
125, 249000
126, 253500
127, 258500
128, 263000
129, 268000
130, 272500
131, 277000
132, 156000
133, 160500
134, 165500
135, 170000
136, 175000
137, 179500
138, 184500
139, 189000
140, 194000
141, 198500
142, 203500
143, 208000
144, 212500
145, 217500
146, 222000
147, 227000
148, 231500
149, 236500
150, 241000
151, 246000
152, 250500
153, 255500
154, 260000
155, 265000
156, 8500
157, 13000
158, 18000
159, 22500
160, 27500
161, 32000
162, 37000
163, 41500
164, 46500
165, 51000
166, 55500
167, 60500
168, 65000
169, 70000
170, 74500
171, 79500
172, 84000
173, 89000
174, 93500
175, 98500
176, 103000
177, 107500
178, 112500
179, 117000
180, 62000
181, 66500
182, 71500
183, 76000
184, 81000
185, 85500
186, 90500
187, 95000
188, 99500
189, 104500
190, 109000
191, 114000
192, 118500
193, 123500
194, 128000
195, 133000
196, 137500
197, 142000
198, 147000
199, 151500
200, 156500
201, 161000
202, 166000
203, 170500
204, 106500
205, 111000
206, 116000
207, 120500
208, 125500
209, 130000
210, 135000
211, 139500
212, 144000
213, 149000
214, 153500
215, 158500
216, 163000
217, 168000
218, 172500
219, 177500
220, 182000
221, 187000
222, 191500
223, 196500
224, 201000
225, 205500
226, 210500
227, 215000
228, 150000
229, 154500
230, 159500
231, 164000
232, 169000
233, 173500
234, 178000
235, 183000
236, 187500
237, 192500
238, 197000
239, 202000
240, 206500
241, 211500
242, 216000
243, 220500
244, 225500
245, 230000
246, 235000
247, 239500
248, 244500
249, 249000
250, 254000
251, 258500
252, 72000
253, 76500
254, 81000
255, 86000
256, 90500
257, 95500
258, 100000
259, 105000
260, 109500
261, 114500
262, 119000
263, 124000
264, 128500
265, 133500
266, 138000
267, 142500
268, 147500
269, 152000
270, 157000
271, 161500
272, 166500
273, 171000
274, 175500
275, 180500
276, 39000
277, 44000
278, 48500
279, 53500
280, 58000
281, 63000
282, 67500
283, 72000
284, 77000
285, 81500
286, 86500
287, 91000
288, 96000
289, 100500
290, 105500
291, 110000
292, 115000
293, 119500
294, 124500
295, 129000
296, 134000
297, 138500
298, 143500
299, 148000
300, 38000
301, 42500
302, 47500
303, 52000
304, 57000
305, 61500
306, 66500
307, 71000
308, 75500
309, 80500
310, 85000
311, 90000
312, 94500
313, 99500
314, 104000
315, 109000
316, 113500
317, 118500
318, 123000
319, 128000
320, 132500
321, 137500
322, 142000
323, 147000
324, 7500
325, 12500
326, 17000
327, 21500
328, 26500
329, 31000
330, 36000
331, 40500
332, 45500
333, 50000
334, 55000
335, 59500
336, 64500
337, 69000
338, 73500
339, 78500
340, 83000
341, 88000
342, 92500
343, 97500
344, 102000
345, 107000
346, 111500
347, 116500
348, 61500
349, 66500
350, 71000
351, 76000
352, 80500
353, 85500
354, 90000
355, 95000
356, 99500
357, 104500
358, 109000
359, 113500
360, 118500
361, 123000
362, 128000
363, 132500
364, 137500
365, 142000
366, 147000
367, 151500
368, 156500
369, 161000
370, 165500
371, 170500
372, 64000
373, 69000
374, 73500
375, 78500
376, 83000
377, 88000
378, 92500
379, 97000
380, 102000
381, 106500
382, 111500
383, 116000
384, 121000
385, 125500
386, 130500
387, 135000
388, 140000
389, 144500
390, 149500
391, 154000
392, 159000
393, 163500
394, 168500
395, 173000
396, 9000
397, 13500
398, 18000
399, 23000
400, 27500
401, 32500
402, 37000
403, 42000
404, 46500
405, 51500
406, 56000
407, 61000
408, 65500
409, 70500
410, 75000
411, 80000
412, 84500
413, 89500
414, 94000
415, 98500
416, 103500
417, 108000
418, 113000
419, 117500
420, 62500
421, 67000
422, 71500
423, 76500
424, 81000
425, 86000
426, 90500
427, 95500
428, 100000
429, 105000
430, 109500
431, 114500
432, 119000
433, 124000
434, 128500
435, 133000
436, 138000
437, 142500
438, 147500
439, 152000
440, 157000
441, 161500
442, 166500
443, 171000
444, 113000
445, 118000
446, 122500
447, 127500
448, 132000
449, 136500
450, 141500
451, 146000
452, 151000
453, 155500
454, 160500
455, 165000
456, 170000
457, 174500
458, 179500
459, 184000
460, 189000
461, 193500
462, 198500
463, 203000
464, 204500
465, 204500
466, 204500
467, 204500
468, 127500
469, 127500
470, 127500
471, 127500
472, 127500
473, 127500
474, 127500
475, 127500
476, 127500
477, 127500
478, 127500
